129.0,915.0,638.0,9.5705344E9,9.570534459E9
101.0,765.0,683.0,4.04238814E8,4.04238885E8
911.0,784.0,962.0,2.6125031122E10,2.6125031192E10
4.0,826.0,774.0,2.29307498E9,2.293075043E9
64.0,704.0,273.0,5.9702181883E10,5.9702181942E10
845.0,971.0,55.0,6.11572412E10,6.1157241269E10
363.0,203.0,540.0,3.0655569864E10,3.0655569929E10
797.0,432.0,325.0,2.385025348E10,2.385025355E10
699.0,455.0,581.0,5.6026762488E10,5.6026762548E10
415.0,782.0,521.0,3.3947783312E10,3.3947783396E10
690.0,780.0,514.0,4.749881417E10,4.7498814238E10
724.0,590.0,680.0,3.834044701E9,3.834044782E9
905.0,851.0,411.0,3.4335230393E10,3.4335230443E10
839.0,772.0,84.0,1.8377861107E10,1.8377861174E10
887.0,256.0,497.0,2.9032574601E10,2.9032574683E10
32.0,954.0,147.0,3.4482841515E10,3.4482841587E10
142.0,304.0,992.0,2.705755808E9,2.705755892E9
724.0,698.0,493.0,1.5691511825E10,1.569151189E10
790.0,909.0,195.0,9.840761717E9,9.84076181E9
440.0,456.0,607.0,2.036254447E10,2.0362544532E10
859.0,234.0,155.0,3.9622788908E10,3.9622788983E10
546.0,271.0,678.0,2.7633053452E10,2.7633053513E10
881.0,697.0,741.0,2.2844104674E10,2.2844104734E10
986.0,604.0,628.0,5.7682004928E10,5.7682004994E10
124.0,277.0,683.0,9.574113495E9,9.574113569E9
197.0,561.0,639.0,1.556250051E9,1.556250107E9
972.0,2.0,204.0,1.846789521E9,1.846789568E9
161.0,758.0,327.0,1.2670785369E10,1.2670785438E10
244.0,865.0,114.0,2.8332496826E10,2.8332496877E10
691.0,233.0,823.0,2.2821130877E10,2.2821130944E10
734.0,551.0,62.0,1.821556977E9,1.821557053E9
368.0,3.0,404.0,3.6800236595E10,3.6800236647E10
387.0,808.0,372.0,6.0274159853E10,6.0274159914E10
962.0,1.0,806.0,5.1084648442E10,5.1084648495E10
989.0,25.0,915.0,5.9120250481E10,5.9120250523E10
161.0,731.0,244.0,2.4383938332E10,2.4383938401E10
564.0,377.0,668.0,2.2543541592E10,2.2543541666E10
875.0,566.0,16.0,5.8415593174E10,5.8415593244E10
646.0,909.0,30.0,4.556633668E10,4.5566336745E10
676.0,973.0,978.0,3.9212729814E10,3.9212729903E10
814.0,401.0,888.0,5.5262558017E10,5.5262558073E10
175.0,97.0,35.0,4.3612508635E10,4.3612508695E10
252.0,329.0,973.0,1.0237209014E10,1.0237209087E10
956.0,743.0,789.0,1.4162785575E10,1.4162785638E10
941.0,478.0,662.0,1.3191278419E10,1.3191278486E10
268.0,762.0,609.0,4.5958278788E10,4.595827885E10
518.0,84.0,878.0,2.2647494065E10,2.2647494149E10
871.0,277.0,444.0,3.7407309832E10,3.7407309912E10
331.0,725.0,616.0,1.7953661191E10,1.7953661256E10
72.0,720.0,226.0,3.3019937055E10,3.3019937097E10
840.0,215.0,670.0,6.0899294611E10,6.0899294674E10
58.0,786.0,387.0,5.81911688E8,5.81911763E8
271.0,457.0,413.0,3.856048428E10,3.8560484356E10
237.0,809.0,244.0,7.239520704E9,7.239520783E9
494.0,44.0,932.0,4.9392238116E10,4.9392238175E10
265.0,255.0,407.0,4.6198524785E10,4.619852486E10
436.0,631.0,656.0,6.0057641389E10,6.0057641427E10
36.0,185.0,514.0,5.0737561802E10,5.0737561867E10
17.0,365.0,30.0,4.8833025945E10,4.8833026009E10
204.0,390.0,331.0,1.3420279934E10,1.3420280011E10
990.0,313.0,25.0,4.996864262E9,4.996864342E9
668.0,640.0,217.0,2.6097534558E10,2.609753463E10
20.0,259.0,51.0,3.5117145455E10,3.5117145524E10
47.0,586.0,524.0,3.3288533058E10,3.328853314E10
101.0,492.0,232.0,5.3284397857E10,5.3284397929E10
511.0,104.0,746.0,6.272243378E9,6.272243448E9
718.0,737.0,337.0,5.2521097126E10,5.2521097184E10
515.0,293.0,34.0,1.6810621098E10,1.6810621169E10
605.0,47.0,605.0,3.75059791E9,3.750597981E9
364.0,421.0,154.0,4.7290146081E10,4.7290146151E10
196.0,307.0,341.0,3.6286034344E10,3.6286034402E10
763.0,339.0,225.0,2.7366725396E10,2.7366725477E10
734.0,536.0,666.0,5.1839818099E10,5.1839818159E10
885.0,831.0,818.0,1.4083259789E10,1.4083259865E10
211.0,689.0,957.0,2.1761848415E10,2.1761848484E10
47.0,272.0,150.0,1.2946701986E10,1.2946702047E10
551.0,943.0,679.0,4.0009384627E10,4.0009384727E10
308.0,47.0,858.0,3.8779506656E10,3.8779506729E10
648.0,647.0,876.0,5.0926550507E10,5.0926550609E10
614.0,176.0,457.0,5.5061814032E10,5.5061814104E10
282.0,731.0,926.0,5.9828980942E10,5.9828980997E10
782.0,736.0,316.0,5.9410087775E10,5.9410087851E10
517.0,439.0,828.0,1.9931914432E10,1.9931914502E10
371.0,410.0,257.0,3.7452266764E10,3.7452266845E10
805.0,671.0,72.0,5.9842190194E10,5.9842190275E10
431.0,452.0,520.0,2.9343901405E10,2.9343901486E10
606.0,690.0,520.0,9.734729971E9,9.734730049E9
614.0,763.0,929.0,2.9897586883E10,2.9897586939E10
763.0,680.0,907.0,3.6598044915E10,3.6598044998E10
13.0,612.0,79.0,2.7105495595E10,2.7105495674E10
472.0,880.0,506.0,2.248093654E9,2.248093721E9
422.0,64.0,820.0,6.2706792265E10,6.270679235E10
474.0,228.0,125.0,1.6975288697E10,1.6975288776E10
763.0,62.0,681.0,2.9471306725E10,2.9471306784E10
484.0,584.0,26.0,1.200108446E10,1.2001084523E10
511.0,663.0,764.0,5.0540111966E10,5.0540112032E10
743.0,705.0,495.0,4.9590846844E10,4.9590846938E10
90.0,163.0,282.0,2.1277986095E10,2.1277986151E10
656.0,901.0,772.0,4.510812289E9,4.510812338E9
497.0,582.0,710.0,4.7339497289E10,4.7339497343E10
612.0,987.0,430.0,5.5623480203E10,5.5623480284E10
443.0,223.0,74.0,4.0123107606E10,4.0123107681E10
256.0,275.0,24.0,3.707164907E10,3.7071649149E10
409.0,809.0,564.0,6.897999613E9,6.897999677E9
738.0,850.0,280.0,5.6388915077E10,5.638891513E10
746.0,268.0,628.0,2.500209819E9,2.500209889E9
715.0,951.0,329.0,5.1270372817E10,5.1270372889E10
545.0,322.0,275.0,1.7580153734E10,1.7580153817E10
22.0,71.0,23.0,9.635105222E9,9.635105292E9
964.0,456.0,176.0,9.51985306E9,9.519853135E9
137.0,288.0,211.0,4.645645967E9,4.645646046E9
501.0,137.0,632.0,2.3527882121E10,2.3527882182E10
135.0,550.0,405.0,5.4594150176E10,5.4594150246E10
4.0,914.0,699.0,1.9780553824E10,1.9780553902E10
457.0,789.0,562.0,5.3905557583E10,5.3905557652E10
298.0,397.0,235.0,5.0195892048E10,5.0195892113E10
248.0,299.0,821.0,1.0142795756E10,1.0142795825E10
933.0,883.0,962.0,5.45644896E10,5.4564489666E10
606.0,912.0,805.0,4.6087987425E10,4.6087987496E10
536.0,767.0,872.0,1.203146964E10,1.2031469709E10
992.0,377.0,258.0,1.3851061151E10,1.3851061204E10
141.0,163.0,375.0,3.3067193991E10,3.3067194051E10
944.0,626.0,5.0,3.4388376372E10,3.4388376444E10
390.0,791.0,199.0,5.160280887E10,5.1602808961E10
757.0,863.0,117.0,1.3487870125E10,1.3487870206E10
198.0,375.0,26.0,4.565915225E9,4.565915297E9
260.0,543.0,701.0,1.0284167855E10,1.028416793E10
385.0,960.0,782.0,6.227448673E9,6.227448754E9
897.0,483.0,403.0,2.0276106006E10,2.0276106077E10
370.0,748.0,320.0,9.869706442E9,9.869706504E9
126.0,646.0,705.0,1.4956238633E10,1.4956238682E10
493.0,656.0,167.0,3.7760739777E10,3.776073984E10
616.0,248.0,954.0,5.0814533118E10,5.0814533194E10
210.0,453.0,223.0,5.1500228052E10,5.15002281E10
868.0,140.0,964.0,8.817647901E9,8.817647973E9
689.0,364.0,552.0,6.1978858238E10,6.1978858311E10
77.0,779.0,210.0,5.6865647374E10,5.6865647452E10
272.0,526.0,655.0,5.439669173E10,5.4396691799E10
418.0,753.0,572.0,4.421169879E10,4.4211698865E10
69.0,109.0,891.0,1.0553718225E10,1.0553718294E10
491.0,350.0,55.0,5.8046778581E10,5.8046778649E10
690.0,804.0,213.0,5.3289478027E10,5.32894781E10
738.0,368.0,589.0,4.3502822672E10,4.3502822744E10
13.0,378.0,896.0,4.9045704656E10,4.9045704728E10
451.0,806.0,989.0,4.0650414164E10,4.0650414256E10
519.0,240.0,442.0,1.5279603089E10,1.5279603127E10
775.0,636.0,37.0,1.4195467098E10,1.4195467168E10
403.0,308.0,659.0,4.3182599836E10,4.3182599909E10
621.0,908.0,917.0,1.5762017197E10,1.5762017267E10
713.0,311.0,149.0,2.355220863E9,2.355220926E9
964.0,696.0,262.0,3.8234050966E10,3.8234051026E10
595.0,320.0,417.0,3.3036052659E10,3.303605275E10
689.0,639.0,664.0,2.714369422E9,2.714369509E9
171.0,51.0,921.0,5.0743455567E10,5.0743455656E10
555.0,354.0,22.0,5.098389793E9,5.098389871E9
458.0,193.0,719.0,5.8042251505E10,5.8042251597E10
829.0,82.0,555.0,4.7182949781E10,4.7182949854E10
108.0,450.0,793.0,3.2041947956E10,3.2041948032E10
960.0,471.0,654.0,5.5919774798E10,5.5919774863E10
136.0,116.0,791.0,1.1345734153E10,1.134573423E10
722.0,298.0,149.0,4.423045055E9,4.423045111E9
577.0,16.0,687.0,4.6081068407E10,4.6081068491E10
152.0,21.0,645.0,5.7957449678E10,5.7957449723E10
604.0,34.0,594.0,5.5066031563E10,5.5066031621E10
804.0,369.0,347.0,4.0146037304E10,4.0146037386E10
893.0,910.0,989.0,2.4797094355E10,2.4797094417E10
314.0,259.0,8.0,2.8124235578E10,2.8124235648E10
134.0,268.0,798.0,2.2811262104E10,2.2811262167E10
336.0,966.0,511.0,6.0203733233E10,6.0203733303E10
90.0,736.0,427.0,3.2388929783E10,3.2388929855E10
5.0,64.0,484.0,2.2258237606E10,2.2258237672E10
811.0,131.0,837.0,1.9769084405E10,1.9769084475E10
449.0,565.0,332.0,1.1589155469E10,1.1589155551E10
581.0,404.0,490.0,2.6423339756E10,2.6423339811E10
476.0,820.0,923.0,6.1198589101E10,6.1198589172E10
117.0,36.0,149.0,4.7130382345E10,4.713038241E10
482.0,532.0,782.0,6.543113279E9,6.54311335E9
345.0,395.0,380.0,8.901237277E9,8.901237344E9
