710.0,3.7655098592E10,3.7655098666E10
188.0,1.6002734286E10,1.600273438E10
921.0,1.0258524429E10,1.0258524516E10
711.0,1.2192450667E10,1.2192450748E10
330.0,7.10896713E9,7.108967222E9
113.0,9.72234716E8,9.72234818E8
9.0,4.7873959817E10,4.7873959903E10
242.0,1.1581706969E10,1.1581707058E10
937.0,5.0715615496E10,5.0715615596E10
353.0,3.7246569876E10,3.7246569957E10
988.0,2.3769766562E10,2.3769766643E10
355.0,4.0220569284E10,4.0220569377E10
916.0,1.9225416E7,1.9225494E7
523.0,2.6372708156E10,2.637270825E10
799.0,3.4450769081E10,3.445076917E10
605.0,3.4088508507E10,3.4088508583E10
41.0,5.8984053227E10,5.8984053307E10
141.0,4.1137445577E10,4.113744567E10
815.0,5.5097204326E10,5.5097204419E10
486.0,4.471593615E9,4.471593687E9
903.0,3.1478153433E10,3.1478153528E10
37.0,5.0743768014E10,5.07437681E10
318.0,5.0588920381E10,5.058892047E10
843.0,5.4623346774E10,5.4623346842E10
730.0,6.1654544372E10,6.1654544449E10
203.0,5.530433751E10,5.5304337586E10
634.0,5.466770901E9,5.466770998E9
643.0,1.03132404E10,1.0313240515E10
730.0,5.0413859566E10,5.0413859658E10
107.0,4.6032790993E10,4.6032791076E10
221.0,3.7305149965E10,3.7305150049E10
674.0,2.4772124072E10,2.4772124177E10
649.0,3.4467762853E10,3.4467762926E10
906.0,4.1643521357E10,4.1643521485E10
361.0,2.6157899338E10,2.6157899441E10
767.0,3.4759494676E10,3.4759494771E10
172.0,3.00225327E9,3.002253386E9
802.0,1.1375093645E10,1.1375093722E10
303.0,5.3649502049E10,5.3649502122E10
322.0,2.9588463861E10,2.9588463942E10
787.0,4.2672443565E10,4.2672443659E10
639.0,4.437344887E9,4.437344975E9
254.0,1.9382159551E10,1.9382159644E10
478.0,4.0709541215E10,4.0709541307E10
538.0,5.9343577503E10,5.93435776E10
493.0,2.3077771503E10,2.3077771594E10
673.0,4.9433963887E10,4.9433963984E10
156.0,2.29576057E10,2.2957605809E10
411.0,3.3116355046E10,3.3116355129E10
486.0,5.7033793629E10,5.7033793719E10
571.0,3.9308325346E10,3.9308325426E10
949.0,6.626764408E9,6.626764492E9
813.0,4.6849872874E10,4.6849872961E10
788.0,1.8209474417E10,1.8209474528E10
608.0,6.192080523E10,6.1920805325E10
491.0,1.8695344057E10,1.8695344151E10
761.0,1.0724663672E10,1.0724663771E10
428.0,1.71701462E10,1.7170146297E10
926.0,2.5565496326E10,2.5565496397E10
803.0,4.34395949E10,4.3439594982E10
683.0,3.3798585226E10,3.3798585324E10
149.0,2.5056066832E10,2.5056066924E10
505.0,6.1620218513E10,6.1620218618E10
610.0,4.3926646E7,4.3926739E7
799.0,6.352081853E9,6.352081962E9
649.0,1.7331971904E10,1.7331971987E10
19.0,5.0988022545E10,5.0988022634E10
780.0,3.2274463296E10,3.2274463398E10
311.0,6.029756078E10,6.0297560851E10
967.0,5.0007789266E10,5.0007789365E10
425.0,2.5178831062E10,2.517883117E10
240.0,5.4740779486E10,5.4740779572E10
103.0,7.505381503E9,7.505381618E9
989.0,1.8904694235E10,1.8904694351E10
665.0,9.035231372E9,9.035231501E9
296.0,1.3538095402E10,1.3538095491E10
459.0,2.4246243187E10,2.4246243283E10
357.0,1.8032845757E10,1.8032845849E10
933.0,8.701038499E9,8.701038594E9
250.0,3.765680022E10,3.7656800309E10
653.0,7.44406044E8,7.44406133E8
791.0,2.4948130159E10,2.4948130225E10
794.0,1.1217270029E10,1.1217270116E10
285.0,4.6860339117E10,4.6860339202E10
106.0,4.2043268079E10,4.2043268175E10
71.0,4.1863855402E10,4.1863855492E10
504.0,2.0823844049E10,2.0823844152E10
628.0,5.2620009569E10,5.2620009628E10
125.0,7.292566191E9,7.292566324E9
745.0,3.1428409393E10,3.1428409502E10
460.0,2.7153321888E10,2.7153321965E10
309.0,4.7416589264E10,4.741658936E10
137.0,5.3558853733E10,5.3558853829E10
123.0,4.783961202E10,4.7839612123E10
821.0,9.177199392E9,9.177199509E9
13.0,6.0608068208E10,6.0608068304E10
350.0,1.5912814416E10,1.5912814499E10
211.0,1.7022907233E10,1.7022907318E10
671.0,8.454464871E9,8.454464988E9
849.0,5.0616800189E10,5.0616800273E10
856.0,5.2163253517E10,5.2163253619E10
672.0,2.1178516785E10,2.1178516884E10
120.0,2.6430981523E10,2.6430981607E10
376.0,6.0366581168E10,6.0366581248E10
959.0,5.3563643796E10,5.3563643897E10
347.0,4.1279282668E10,4.1279282779E10
566.0,4.9169683267E10,4.9169683348E10
336.0,2.4694149032E10,2.4694149101E10
585.0,7.14587329E9,7.145873371E9
81.0,3.9133423924E10,3.9133424014E10
944.0,9.757993168E9,9.757993273E9
191.0,4.486858787E10,4.4868587955E10
289.0,3.2374757006E10,3.2374757114E10
343.0,1.0303764589E10,1.0303764698E10
13.0,2.3595555892E10,2.3595555987E10
365.0,4.2878718539E10,4.287871865E10
145.0,6.2154435543E10,6.2154435619E10
436.0,1.0058299191E10,1.005829926E10
200.0,5.2485985003E10,5.2485985079E10
319.0,1.7513432346E10,1.7513432449E10
415.0,1.3709938287E10,1.3709938394E10
40.0,1.3906208175E10,1.3906208251E10
562.0,1.2614316544E10,1.2614316628E10
880.0,1.8407482921E10,1.8407483008E10
234.0,2.3061024815E10,2.3061024916E10
87.0,2.640570444E10,2.6405704526E10
39.0,1.5373773811E10,1.5373773899E10
665.0,4.856463961E10,4.8564639689E10
