647.0,951.0,2.3442893144E10,2.344289321E10
827.0,58.0,2.3107596304E10,2.3107596367E10
34.0,568.0,4.0220933194E10,4.0220933258E10
596.0,624.0,5.428890482E10,5.428890487E10
634.0,156.0,4.9638193479E10,4.9638193537E10
204.0,194.0,5.4895843053E10,5.4895843098E10
329.0,249.0,3.9940310483E10,3.9940310539E10
506.0,87.0,1.2547456724E10,1.2547456791E10
605.0,489.0,1.3684756078E10,1.3684756133E10
259.0,825.0,5.7136021067E10,5.7136021121E10
163.0,715.0,3.9613696974E10,3.9613697033E10
598.0,826.0,4.8825030745E10,4.8825030799E10
388.0,684.0,6.2838925627E10,6.2838925682E10
369.0,611.0,1.494271225E10,1.4942712304E10
222.0,66.0,5.5472640561E10,5.5472640619E10
848.0,197.0,6.1888171186E10,6.1888171251E10
548.0,447.0,1.025857527E10,1.0258575316E10
504.0,722.0,2.1176632489E10,2.1176632552E10
787.0,938.0,1.6341520438E10,1.6341520487E10
794.0,538.0,5.5726148055E10,5.5726148116E10
427.0,366.0,8.317500597E9,8.317500662E9
907.0,864.0,5.6852202736E10,5.685220279E10
378.0,718.0,5.4976610829E10,5.4976610884E10
785.0,943.0,2.178235208E9,2.178235265E9
582.0,20.0,2.7110377778E10,2.7110377846E10
831.0,399.0,5.989527434E10,5.98952744E10
635.0,637.0,5.6499708633E10,5.6499708698E10
84.0,298.0,4.1607700426E10,4.1607700472E10
797.0,75.0,4.6217657255E10,4.6217657314E10
922.0,355.0,5.8909281831E10,5.8909281867E10
54.0,300.0,1.7847387233E10,1.7847387279E10
189.0,191.0,3.3902528618E10,3.3902528664E10
890.0,297.0,2.1883751737E10,2.1883751783E10
46.0,731.0,8.094993486E9,8.094993554E9
254.0,745.0,3.3676560784E10,3.367656084E10
42.0,144.0,2.099760128E9,2.099760191E9
442.0,833.0,2.1488417972E10,2.1488418029E10
321.0,86.0,4.531275561E10,4.5312755661E10
781.0,218.0,1.8582493493E10,1.858249355E10
498.0,586.0,2.8361337197E10,2.8361337252E10
846.0,750.0,5.8897464542E10,5.8897464606E10
955.0,527.0,4.3806956892E10,4.3806956958E10
829.0,354.0,3.090236477E9,3.090236542E9
103.0,922.0,6.2562363213E10,6.2562363279E10
846.0,515.0,3.8053812335E10,3.8053812401E10
520.0,742.0,1.2013045381E10,1.2013045441E10
692.0,501.0,8.625787157E9,8.625787204E9
439.0,806.0,4.1290845932E10,4.1290845988E10
649.0,782.0,2.1697417702E10,2.1697417766E10
184.0,370.0,3.5791482877E10,3.5791482944E10
920.0,855.0,2.3643219365E10,2.3643219417E10
358.0,351.0,4.4018730375E10,4.4018730427E10
737.0,619.0,1.7421268536E10,1.7421268597E10
247.0,157.0,1.8311474411E10,1.8311474459E10
777.0,46.0,3.8798111354E10,3.8798111405E10
64.0,97.0,3.3233683382E10,3.3233683447E10
18.0,725.0,3.3803053127E10,3.3803053181E10
922.0,788.0,1.964514397E10,1.9645144028E10
955.0,66.0,4.385195899E10,4.3851959049E10
58.0,551.0,6.093465911E10,6.0934659167E10
313.0,812.0,2.450872198E10,2.450872204E10
255.0,793.0,2.6110662501E10,2.6110662556E10
246.0,605.0,4.7374124203E10,4.7374124263E10
929.0,330.0,2.1530170204E10,2.1530170247E10
21.0,106.0,9.67126252E9,9.671262569E9
830.0,708.0,1.5998146555E10,1.5998146613E10
573.0,457.0,4.8174498638E10,4.8174498699E10
265.0,377.0,6.0178161843E10,6.0178161887E10
415.0,474.0,1.329022997E10,1.329023003E10
358.0,898.0,2.8918214541E10,2.8918214588E10
240.0,724.0,1.8914031183E10,1.8914031251E10
528.0,956.0,2.401247772E9,2.401247835E9
590.0,983.0,1.9327494809E10,1.9327494864E10
823.0,936.0,2.7368857061E10,2.7368857125E10
334.0,888.0,5.6539494459E10,5.6539494516E10
950.0,816.0,1.5055330644E10,1.5055330701E10
679.0,678.0,4.7950755236E10,4.7950755291E10
874.0,529.0,4.5606326511E10,4.5606326579E10
904.0,488.0,4.6049062725E10,4.6049062785E10
760.0,118.0,4.116094478E9,4.116094523E9
818.0,602.0,1.6569552001E10,1.6569552048E10
203.0,164.0,4.5891599223E10,4.5891599273E10
131.0,192.0,4.0337404213E10,4.0337404272E10
659.0,652.0,5.0059490286E10,5.0059490333E10
857.0,764.0,1.8956290891E10,1.8956290928E10
603.0,484.0,1.3112887608E10,1.3112887664E10
964.0,311.0,2.3565466659E10,2.3565466714E10
980.0,135.0,4.7524124691E10,4.7524124748E10
799.0,484.0,4.6680563051E10,4.6680563114E10
505.0,659.0,4.7825305664E10,4.7825305708E10
84.0,576.0,5.9711638952E10,5.9711638995E10
746.0,267.0,6.0864246711E10,6.0864246759E10
