62.0,356.0,6.0008844475E10,6.0008844561E10
231.0,521.0,5.8057107941E10,5.8057108016E10
406.0,409.0,6.417487186E9,6.417487279E9
350.0,980.0,5.5435696912E10,5.5435697004E10
774.0,143.0,2.6767442667E10,2.6767442755E10
204.0,66.0,4.0237999171E10,4.023799925E10
286.0,176.0,5.4890975898E10,5.4890975998E10
29.0,675.0,1.9490371423E10,1.9490371522E10
318.0,389.0,2.085618055E9,2.085618162E9
779.0,599.0,4.8901255082E10,4.890125518E10
802.0,624.0,6.2894869466E10,6.2894869538E10
270.0,590.0,5.9559661977E10,5.9559662053E10
3.0,289.0,5.6502977888E10,5.6502977976E10
459.0,373.0,4.1692630661E10,4.1692630754E10
964.0,193.0,1.4942436402E10,1.4942436502E10
4.0,432.0,3.9994510114E10,3.9994510223E10
138.0,144.0,4.1387552546E10,4.1387552639E10
949.0,194.0,5.4077741087E10,5.4077741168E10
862.0,959.0,1.3747159768E10,1.3747159873E10
112.0,367.0,3.6807333304E10,3.6807333405E10
449.0,220.0,2.4382503585E10,2.4382503684E10
0.0,12.0,2.4646967029E10,2.464696711E10
597.0,570.0,5.0552996423E10,5.0552996502E10
221.0,622.0,4.3004000065E10,4.300400013E10
661.0,600.0,9.554443512E9,9.55444361E9
805.0,848.0,3.8182558682E10,3.8182558777E10
818.0,808.0,4.6244898263E10,4.624489836E10
996.0,967.0,5.1288840846E10,5.1288840938E10
43.0,483.0,5.8738865606E10,5.8738865699E10
977.0,568.0,5.5431912481E10,5.5431912594E10
106.0,981.0,1.38300099E10,1.3830009982E10
625.0,729.0,4.2907679943E10,4.2907680043E10
761.0,450.0,6.285439831E10,6.2854398403E10
115.0,516.0,1.9281972312E10,1.9281972404E10
999.0,34.0,4.1218748681E10,4.1218748764E10
212.0,674.0,4.5651443815E10,4.56514439E10
500.0,555.0,2.6133017937E10,2.6133018014E10
26.0,449.0,2.1076730249E10,2.107673034E10
779.0,44.0,1.4884748104E10,1.488474819E10
213.0,509.0,6.2076132683E10,6.2076132759E10
244.0,374.0,0.0,85.0
778.0,130.0,5.8291507732E10,5.8291507819E10
278.0,411.0,3.1834750317E10,3.1834750407E10
163.0,645.0,2.3199556518E10,2.3199556593E10
692.0,803.0,5.0269189452E10,5.0269189548E10
314.0,629.0,3.7988145905E10,3.7988145985E10
649.0,904.0,5.423056132E9,5.42305623E9
564.0,218.0,2.07796218E9,2.077962271E9
45.0,724.0,2.7668015686E10,2.7668015777E10
947.0,422.0,5.8852717966E10,5.8852718062E10
313.0,858.0,3.4207121759E10,3.4207121866E10
30.0,910.0,1.1336282521E10,1.1336282608E10
453.0,770.0,5.6861316812E10,5.6861316907E10
886.0,338.0,2.5222447639E10,2.5222447735E10
638.0,938.0,1.6964744468E10,1.6964744564E10
814.0,562.0,5.1540226605E10,5.1540226706E10
311.0,952.0,1.5655989859E10,1.5655989933E10
601.0,828.0,3.306194746E9,3.30619484E9
393.0,282.0,3.188557323E9,3.188557425E9
359.0,715.0,3.1109059777E10,3.1109059867E10
469.0,152.0,3.246116098E9,3.246116195E9
365.0,615.0,1.088265994E10,1.0882660034E10
448.0,540.0,3.842711412E9,3.842711507E9
945.0,435.0,3.5372367578E10,3.5372367683E10
383.0,279.0,2.0477272998E10,2.0477273087E10
173.0,355.0,2.1023260965E10,2.1023261071E10
638.0,92.0,3.9029385299E10,3.9029385376E10
721.0,919.0,1.830364152E9,1.830364257E9
863.0,750.0,5.7249532145E10,5.7249532241E10
456.0,222.0,3.626983386E9,3.626983471E9
452.0,985.0,5.697246963E10,5.697246973E10
395.0,700.0,3.4522334539E10,3.4522334626E10
134.0,852.0,5.40004648E10,5.4000464891E10
223.0,613.0,7.258061576E9,7.258061669E9
771.0,544.0,4.7175838115E10,4.7175838194E10
389.0,595.0,6.1533205496E10,6.1533205569E10
158.0,359.0,9.870529023E9,9.870529119E9
855.0,707.0,1.6364835019E10,1.6364835117E10
502.0,544.0,4.283364774E10,4.2833647835E10
672.0,600.0,3.9438767712E10,3.9438767808E10
400.0,168.0,1.669704217E9,1.669704294E9
835.0,123.0,1.5823772411E10,1.5823772502E10
571.0,863.0,3.2643790637E10,3.264379076E10
121.0,570.0,5.0822492955E10,5.0822493044E10
256.0,322.0,6.0674716896E10,6.0674716987E10
548.0,150.0,1.9351429313E10,1.9351429423E10
112.0,499.0,6.1453955506E10,6.1453955583E10
359.0,285.0,8.039573183E9,8.039573297E9
150.0,825.0,1.6821052265E10,1.6821052347E10
441.0,788.0,1.3992306618E10,1.3992306706E10
947.0,241.0,5.2361986891E10,5.2361986973E10
687.0,464.0,2.6737432766E10,2.673743286E10
690.0,180.0,4.6650217306E10,4.6650217388E10
452.0,851.0,9.654776201E9,9.654776286E9
710.0,229.0,2.9713215256E10,2.9713215358E10
189.0,415.0,3.2958408842E10,3.2958408939E10
64.0,785.0,2.7443167227E10,2.7443167313E10
355.0,799.0,1.2031568241E10,1.2031568333E10
472.0,453.0,4.581267903E9,4.581268014E9
290.0,284.0,1.4053565129E10,1.4053565226E10
821.0,296.0,1.0485370585E10,1.0485370672E10
898.0,528.0,1.341800246E10,1.3418002552E10
686.0,135.0,5.0256677153E10,5.0256677253E10
263.0,652.0,6.0519729612E10,6.0519729709E10
619.0,302.0,2.131671959E9,2.131672049E9
87.0,585.0,2.6553447834E10,2.6553447939E10
687.0,620.0,4.9953886777E10,4.9953886877E10
585.0,340.0,5.4531945976E10,5.4531946069E10
663.0,447.0,6.205849758E10,6.2058497669E10
71.0,920.0,4.785344937E9,4.785345047E9
728.0,893.0,2.3934910463E10,2.3934910555E10
661.0,631.0,3.3414088718E10,3.3414088811E10
388.0,165.0,1.2356351989E10,1.2356352069E10
934.0,681.0,1.1229225956E10,1.1229226057E10
699.0,600.0,4.31456923E9,4.314569334E9
940.0,745.0,2.565786159E9,2.565786255E9
136.0,304.0,5.3848295055E10,5.3848295143E10
18.0,101.0,2.3654129927E10,2.3654130011E10
429.0,502.0,2.8805455627E10,2.8805455711E10
389.0,249.0,1.6883025903E10,1.6883025992E10
457.0,131.0,1.6806255781E10,1.6806255858E10
748.0,838.0,3.9052943114E10,3.9052943197E10
126.0,39.0,4.8912278825E10,4.891227894E10
912.0,116.0,5.9087882426E10,5.9087882525E10
744.0,303.0,4.7412215663E10,4.7412215746E10
198.0,840.0,2.3030570994E10,2.3030571089E10
583.0,10.0,8.922635839E9,8.92263592E9
429.0,634.0,3.487406948E10,3.4874069575E10
322.0,402.0,1.2627043296E10,1.2627043394E10
281.0,585.0,1.8988793355E10,1.8988793435E10
635.0,889.0,6.0057636533E10,6.0057636627E10
706.0,805.0,4.4924889838E10,4.4924889934E10
556.0,686.0,4.0397866851E10,4.0397866941E10
667.0,538.0,2.9476861966E10,2.9476862055E10
773.0,533.0,5.668624559E9,5.668624655E9
911.0,507.0,2.4735612634E10,2.4735612725E10
247.0,787.0,5.5115385497E10,5.5115385606E10
791.0,147.0,6.1091459471E10,6.1091459578E10
336.0,72.0,2.2384425839E10,2.238442595E10
28.0,500.0,1.349609333E9,1.349609418E9
560.0,944.0,4.7762449223E10,4.7762449305E10
918.0,303.0,3.1623390986E10,3.1623391102E10
665.0,456.0,5.3372269957E10,5.3372270033E10
599.0,190.0,3.5126409055E10,3.5126409169E10
4.0,573.0,4.5070698671E10,4.5070698758E10
118.0,401.0,2.2799588328E10,2.2799588407E10
485.0,806.0,1.132515234E10,1.1325152416E10
915.0,434.0,3.9667323142E10,3.9667323217E10
744.0,924.0,3.832789512E9,3.832789579E9
223.0,218.0,6.418881473E9,6.41888157E9
337.0,265.0,3.709361721E10,3.7093617302E10
350.0,814.0,5.8897974855E10,5.8897974933E10
362.0,776.0,1.6981694257E10,1.6981694355E10
903.0,65.0,2.615530088E10,2.6155300966E10
218.0,30.0,2.623464524E9,2.623464602E9
218.0,444.0,4.326985964E10,4.3269859733E10
578.0,121.0,3.9142938768E10,3.9142938849E10
637.0,73.0,3.3358032541E10,3.3358032633E10
