872.0,4.576440971E9,4.576441085E9
542.0,4.6314715839E10,4.6314715943E10
95.0,1.5614803549E10,1.5614803657E10
629.0,3.4801729862E10,3.4801729974E10
370.0,6.145640979E10,6.1456409904E10
506.0,2.2853495935E10,2.2853496061E10
488.0,4.1793241179E10,4.1793241288E10
761.0,4.9537571279E10,4.953757137E10
67.0,4.2748505405E10,4.2748505514E10
399.0,8.50947779E8,8.50947912E8
750.0,2.1229200306E10,2.1229200417E10
184.0,1.3997798899E10,1.3997799029E10
658.0,4.3634614721E10,4.3634614834E10
772.0,5.9561425326E10,5.9561425427E10
767.0,5.8383052141E10,5.838305224E10
168.0,3.4827708903E10,3.4827709009E10
794.0,5.52496367E10,5.5249636799E10
947.0,2.6355843287E10,2.6355843418E10
783.0,1.004173251E9,1.00417337E9
32.0,5.6716777497E10,5.6716777615E10
247.0,3.526523462E10,3.5265234713E10
352.0,3.522203594E9,3.522203696E9
402.0,3.2380178566E10,3.2380178687E10
911.0,5.0617421903E10,5.0617422003E10
124.0,3.053798185E9,3.053798293E9
369.0,3.1560233214E10,3.1560233323E10
284.0,4.2869409231E10,4.2869409341E10
947.0,5.1916592278E10,5.1916592423E10
990.0,1.5170279154E10,1.5170279273E10
658.0,4.1093015982E10,4.1093016097E10
78.0,5.0352050512E10,5.0352050644E10
